Response ID,Time Started,Date Submitted,Status,Contact ID,Legacy Comments,Comments,Language,Referer,Extended Referer,SessionID,User Agent,Extended User Agent,Tags,IP Address,Longitude,Latitude,Country,City,State/Region,Postal,Are you currently a dues paying member of the Communications Workers of America (CWA)?,Would you agree or disagree that sexual harassment is an issue in your workplace?,"  Have you personally experienced any of the following harassments at your current job or workplace within the last year?  Verbal harassment of a sexual nature 	Unwanted touching or physical contact 	Cyber harassment (including unwanted comments or photos shared via email, social media, or text) 	Unwelcome sexual advances or requests for sexual favors 	Physical acts of sexual assault 	Homophobic or transphobic comments or behavior 	Sexism or gender-based discrimination 	Other forms of sexual harassment ","Yes, to a steward:If you have experienced any form of sexual harassment in the workplace within the last year, was the issue reported? Check all that apply.","Yes, to a superior:If you have experienced any form of sexual harassment in the workplace within the last year, was the issue reported? Check all that apply.","Yes, to Human Resources:If you have experienced any form of sexual harassment in the workplace within the last year, was the issue reported? Check all that apply.","No, but I told a coworker:If you have experienced any form of sexual harassment in the workplace within the last year, was the issue reported? Check all that apply.","No, not reported:If you have experienced any form of sexual harassment in the workplace within the last year, was the issue reported? Check all that apply.","If you have reported an incident of sexual harassment, how satisfied were you with the outcome?","Didn’t want to get someone in trouble:If you did not report to your union steward or representative, why not? Check all that apply.","Unsure how to report the incident:If you did not report to your union steward or representative, why not? Check all that apply.","Unsure reporting the incident would help or be taken seriously:If you did not report to your union steward or representative, why not? Check all that apply.","Don’t have a steward or I’m not sure who that person is:If you did not report to your union steward or representative, why not? Check all that apply.","Worried about retaliation:If you did not report to your union steward or representative, why not? Check all that apply.","Don’t trust my steward:If you did not report to your union steward or representative, why not? Check all that apply.","Reported to Human Resources or a superior instead:If you did not report to your union steward or representative, why not? Check all that apply.","Lack of support from co-workers:If you did not report to your union steward or representative, why not? Check all that apply.","I was not a union member at the time of the incident(s):If you did not report to your union steward or representative, why not? Check all that apply.","Other - Write In:If you did not report to your union steward or representative, why not? Check all that apply.","Other - Write In:If you did not report to your union steward or representative, why not? Check all that apply.","If you did report an incident of sexual harassment to a representative of your union, how much do you agree that the union helped you achieve your desired outcome?",A direct supervisor:Please answer whether within the last year people in any of the following roles have ever been perpetrators of sexual harassment against you at your current job. Check all that apply.,Someone in a more senior role who is not a direct supervisor:Please answer whether within the last year people in any of the following roles have ever been perpetrators of sexual harassment against you at your current job. Check all that apply.,Another union-represented employee:Please answer whether within the last year people in any of the following roles have ever been perpetrators of sexual harassment against you at your current job. Check all that apply.,"A steward, representative, or leader of my union:Please answer whether within the last year people in any of the following roles have ever been perpetrators of sexual harassment against you at your current job. Check all that apply.",A contractor hired by my employer:Please answer whether within the last year people in any of the following roles have ever been perpetrators of sexual harassment against you at your current job. Check all that apply.,A more junior employee:Please answer whether within the last year people in any of the following roles have ever been perpetrators of sexual harassment against you at your current job. Check all that apply.,A customer of my employer:Please answer whether within the last year people in any of the following roles have ever been perpetrators of sexual harassment against you at your current job. Check all that apply.,Other - Write In:Please answer whether within the last year people in any of the following roles have ever been perpetrators of sexual harassment against you at your current job. Check all that apply.,Exclusive / None of the above:Please answer whether within the last year people in any of the following roles have ever been perpetrators of sexual harassment against you at your current job. Check all that apply.,Other - Write In:Please answer whether within the last year people in any of the following roles have ever been perpetrators of sexual harassment against you at your current job. Check all that apply.,"Have you witnessed any of the following harassments a bystander at your current job or workplace within the last year?  Verbal harassment of a sexual nature 	Unwanted touching or physical contact 	Cyber harassment (including unwanted comments or photos shared via email, social media, or text) 	Unwelcome sexual advances or requests for sexual favors 	Physical acts of sexual assault 	Homophobic or transphobic comments or behavior 	Sexism or gender-based discrimination 	Other forms of sexual harassment ",How often do you experience or witness sexual harassment at your workplace?,How satisfied are you with the sexual harassment policy and procedures at your workplace?,Office:Please describe your work location.  Check all that apply.,Call center:Please describe your work location.  Check all that apply.,Newsroom:Please describe your work location.  Check all that apply.,Retail store:Please describe your work location.  Check all that apply.,Work at remote sites in the field or from my vehicle:Please describe your work location.  Check all that apply.,Based from my home:Please describe your work location.  Check all that apply.,Airport or airplane:Please describe your work location.  Check all that apply.,Plant or manufacturing site:Please describe your work location.  Check all that apply.,Other - Write In:Please describe your work location.  Check all that apply.,Other - Write In:Please describe your work location.  Check all that apply.,Do you visit homes of customers or clients on the job?,"If yes, have you had an experience in the last year where you feared for your safety, been touched or grabbed, experienced unwanted advances, harassed verbally, or experienced another form of sexual harassment in a customer’s or client’s home?",Have you received training from your employer on protecting yourself from difficult or inappropriate situations in customer’s or client’s homes?,More or better training on how to understand the existing sexual harassment policy and reporting procedure at your workplace:How interested would you be in the following actions from your union to address sexual harassment in the workplace?,Bystander training on how to intervene as a witness of sexual harassment:How interested would you be in the following actions from your union to address sexual harassment in the workplace?,Advocating for a better sexual harassment policy at your workplace:How interested would you be in the following actions from your union to address sexual harassment in the workplace?,Assisting and supporting victims of sexual harassment to address the issue and achieve a desired outcome:How interested would you be in the following actions from your union to address sexual harassment in the workplace?,"Addressing issues of sexual harassment within your Local, which could include creating or improving a sexual harassment policy:How interested would you be in the following actions from your union to address sexual harassment in the workplace?",What is your gender?,Other - Write In:What is your gender?,Other - Write In:What is your gender?,What is your race?,Other - Write In:What is your race?,What is your year of birth? (4 digit year),In which industry do you primarily work?,Other - Write In:In which industry do you primarily work?,What is your annual household income?,What is your highest level of education?,Are there any additional comments you’d like to share?,Sentiment - Are there any additional comments you’d like to share?
523,07/10/2018 15:14,07/10/2018 15:17,Complete,,,,English,,,1531250042_5b45057abc3a52.22483826,"Mozilla/5.0 (Linux; Android 8.0.0; SAMSUNG SM-G955U Build/R16NW) AppleWebKit/537.36 (KHTML, like Gec","Mozilla/5.0 (Linux; Android 8.0.0; SAMSUNG SM-G955U Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/7.2 Chrome/59.0.3071.125 Mobile Safari/537.36",,108.44.47.69,-73.78040314,42.75260162,United States,Latham,NY,12110,Yes,Disagree,No,,,,,,Not applicable,,,,,,,,,,,,,,,,,,,,,Exclusive / None of the above,,No,Never,Very Satisfied,,Call center,,,,,,,,,No,,,Interested,Interested,Interested,Interested,Interested,Male,,,American Indian/Alaska Native,,1977,Telecom,,"$125,000 to $149,999",Associate degree,,
525,07/10/2018 15:14,07/10/2018 15:21,Complete,,,,English,http://m.facebook.com,http://m.facebook.com,1531250096_5b4505b0503e06.50261071,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobi","Mozilla/5.0 (iPhone; CPU iPhone OS 11_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15F79 [FBAN/FBIOS;FBAV/179.0.0.50.82;FBBV/116150041;FBDV/iPhone8,1;FBMD/iPhone;FBSN/iOS;FBSV/11.4;FBSS/2;FBCR/AT&T;FBID/phone;FBLC/en_US;FBOP/5;FBRV/0]",,107.77.205.154,-122.3320999,47.60620117,United States,,WA,,Yes,Strongly agree,Yes,"Yes, to a steward",,"Yes, to Human Resources",,,Very Dissatisfied,,,,,Worried about retaliation,,,,,,,Disagree,,Someone in a more senior role who is not a direct supervisor,Another union-represented employee,,,,,,,,Yes,1 or more times per week,Dissatisfied,,,,,Work at remote sites in the field or from my vehicle,,,,,,Yes,No,No,Interested,Interested,Interested,Interested,Interested,Male,,,White,,1970,Telecom,,"$50,000 to $74,999","Some college, no degree","Seems like a woman is allowed to sexually harass men in various forms, as a man is not allowed to respond in any sense.",
526,07/10/2018 15:15,07/10/2018 15:18,Complete,,,,English,,,1531250106_5b4505bac38197.04254765,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Vers","Mozilla/5.0 (iPhone; CPU iPhone OS 11_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1",,24.120.62.179,-115.2117996,36.11000061,United States,Las Vegas,NV,89103,Yes,Disagree,Yes,,,,,"No, not reported",Not applicable,,,,,,,,,,Other - Write In,Just didn't ,,,,,,,,,,Exclusive / None of the above,,Yes,1 or more times per month,Satisfied,,Call center,,,,,,,,,No,,,Very interested,Neutral,Interested,Interested,Very interested,Male,,,Black/African-American,,1976,Telecom,,"$50,000 to $74,999",Graduated high school,,
527,07/10/2018 15:17,07/10/2018 15:21,Complete,,,,English,,,1531250265_5b4506593ba494.78374753,"Mozilla/5.0 (Linux; Android 7.0; SAMSUNG SM-G930P Build/NRD90M) AppleWebKit/537.36 (KHTML, like Geck","Mozilla/5.0 (Linux; Android 7.0; SAMSUNG SM-G930P Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/6.4 Chrome/56.0.2924.87 Mobile Safari/537.36",,99.203.31.89,-80.45819855,25.5583992,United States,Miami,FL,33148,Yes,Neutral,No,,,,,,Not applicable,,,,,,,,,,,,,,,,,,,,,Exclusive / None of the above,,No,Never,Unsure or unaware of any policies or procedures related to sexual harassment in my workplace,,,,,,,Airport or airplane,,,,No,,,Neutral,Neutral,Neutral,Neutral,Neutral,Female,,,Black/African-American,,1951,Airlines,,,,,
530,07/10/2018 15:22,07/10/2018 15:28,Complete,,,,English,,,1531250525_5b45075d36caa1.79734636,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",,68.133.74.27,-78.74420166,42.74420166,United States,Orchard Park,NY,14127,Yes,Strongly disagree,No,,,,,,Not applicable,,,,,,,,,,,,,,,,,,,,Other - Write In,,none,No,Never,Satisfied,,,,,,,,,Other - Write In,hospital,No,,,Not at all interested or opposed,Interested,Not at all interested or opposed,Not at all interested or opposed,Not at all interested or opposed,Female,,,White,,1957,Healthcare,,"$125,000 to $149,999",Bachelor's degree,,
531,07/10/2018 15:24,07/10/2018 15:30,Complete,,,,English,,,1531250678_5b4507f6d6f237.67624518,"Mozilla/5.0 (Linux; Android 7.1.1; LG-SP320 Build/NMF26X) AppleWebKit/537.36 (KHTML, like Gecko) Chr","Mozilla/5.0 (Linux; Android 7.1.1; LG-SP320 Build/NMF26X) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Mobile Safari/537.36",,76.24.142.226,-73.5970993,41.41719818,United States,Brewster,NY,10509,Yes,Agree,No,,,,,,Not applicable,,,,,,,,,,,,,,,,,,,,,Exclusive / None of the above,,No,Never,Satisfied,,,,,,,,,Other - Write In,Substance abuse hospital,No,,,Interested,Interested,Interested,Interested,Interested,Female,,,White,,1949,Healthcare,,"Less than $25,000",Bachelor's degree,,
535,07/10/2018 15:27,07/10/2018 15:31,Complete,,,,English,,,1531250845_5b45089d29c820.88707075,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0,,67.2.24.168,-111.938797,40.66770172,United States,Taylorsville,UT,84129,Yes,Neutral,No,,,,,,Neutral,,,,,,,,,,,,,,,,,,,,,Exclusive / None of the above,,No,Never,Neutral,,,,,,,,,Other - Write In,central office,No,,,Neutral,Neutral,Neutral,Neutral,Neutral,Male,,,White,,1954,Telecom,,"$50,000 to $74,999",Bachelor's degree,Although I have not been the victim of sexual harassment I have on many occasions know age discrimination in my place of work.  Especially from my immediate supervisor.,
536,07/10/2018 15:28,07/10/2018 15:33,Complete,,,,English,,,1531250917_5b4508e57a8a79.09479228,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Vers","Mozilla/5.0 (iPhone; CPU iPhone OS 11_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1",,107.77.223.185,-73.96089935,40.76940155,United States,New York,NY,10021,Yes,Disagree,Yes,,,,,"No, not reported",Not applicable,,,,,,,,,,Other - Write In,Was not a big deal to even report,,,,Another union-represented employee,,,,,,,,No,Less often than one time per year,Neutral,Office,,,,,,,,,,No,,,Interested,Interested,Neutral,Interested,Interested,Male,,,Other - Write In,Irish,1979,Telecom,,"$150,000 or more",Trade/technical school,,
537,07/10/2018 15:32,07/10/2018 15:35,Complete,,,,English,,,1531251136_5b4509c0c10d45.61707083,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Vers","Mozilla/5.0 (iPhone; CPU iPhone OS 11_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1",,172.56.37.80,-74.02459717,40.79040146,United States,North Bergen,NJ,7047,Yes,Neutral,No,,,,,,Not applicable,,,,,,,,,,,,,,,,,,,,,Exclusive / None of the above,,No,Unsure,Satisfied,Office,,,,,,,,,,Yes,No,Yes,Very interested,Very interested,Very interested,Very interested,Very interested,Female,,,White,,1991,Government/public service,,"$50,000 to $74,999","Advanced degree (Master's, Ph.D., M.D.)",,
542,07/10/2018 15:38,07/10/2018 15:43,Complete,,,,English,,,1531251512_5b450b3845d969.88362293,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Vers","Mozilla/5.0 (iPhone; CPU iPhone OS 11_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1",,76.116.81.68,-74.83319855,40.0707016,United States,Burlington,NJ,8016,Yes,Agree,No,,,,,,Not applicable,,,,,,,,,,,,,,,,,,,,,Exclusive / None of the above,,No,Never,Satisfied,Office,,,,,,,,,,No,,,Not interested,Neutral,Neutral,Interested,Interested,Female,,,White,,1955,Government/public service,,"$35,000 to $49,999",Bachelor's degree,None,
546,07/10/2018 15:48,07/10/2018 15:54,Complete,,,,English,,,1531252114_5b450d926b58c6.24435493,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Vers","Mozilla/5.0 (iPhone; CPU iPhone OS 11_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1",,107.77.219.5,-95.52719879,29.68670082,United States,Houston,TX,77074,Yes,Strongly agree,No,,,,,,Not applicable,,,,,,,,,,,,,,,,,,,,,Exclusive / None of the above,,No,Less often than one time per year,Dissatisfied,,,,,Work at remote sites in the field or from my vehicle,,,,,,Yes,Yes,No,Very interested,Very interested,Very interested,Very interested,Very interested,Male,,,Black/African-American,,1973,Telecom,,"$50,000 to $74,999",Associate degree,Need education on hw to deal with racism's to when going to customers homes. I have asked about it when the company came out with code training and they couldn't answer any of my questions nor have they got back to me like they said they would when I asked. ,
547,07/10/2018 15:50,07/10/2018 15:53,Complete,,,,English,,,1531252244_5b450e14cb63e1.58179511,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,12.10.199.12,-74.23320007,40.72600174,United States,Irvington,NJ,7111,Yes,Disagree,No,,,,,,Not applicable,,,,,,,,,,,,,,,,,,,,,Exclusive / None of the above,,No,Never,Satisfied,Office,,,,,,,,,,No,,,Not interested,Not interested,Not interested,Not interested,Not interested,Female,,,White,,1973,Government/public service,,"$125,000 to $149,999",Bachelor's degree,,
548,07/10/2018 15:51,07/10/2018 15:55,Complete,,,,English,https://www.facebook.com/,https://www.facebook.com/,1531252281_5b450e39a7d9a1.75832722,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.14","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134",,32.208.112.118,-73.21160126,41.20940018,United States,Bridgeport,CT,6606,Yes,Strongly disagree,No,,,,,,Not applicable,,,,,,,,,,,,,,,,,,,,,Exclusive / None of the above,,No,Never,Very Satisfied,,Call center,,,,,,,,,No,,,Very interested,Very interested,Very interested,Very interested,Very interested,Female,,,White,,1958,Telecom,,,Graduated high school,,
549,07/10/2018 15:52,07/10/2018 15:55,Complete,,,,English,,,1531252368_5b450e9099d5c6.01184615,"Mozilla/5.0 (Linux; Android 8.0.0; SAMSUNG SM-G965U Build/R16NW) AppleWebKit/537.36 (KHTML, like Gec","Mozilla/5.0 (Linux; Android 8.0.0; SAMSUNG SM-G965U Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/7.0 Chrome/59.0.3071.125 Mobile Safari/537.36",,107.77.227.107,-118.3574982,34.02930069,United States,Los Angeles,CA,90016,Yes,Strongly agree,Yes,,,,,"No, not reported",Not applicable,,,,,,,,,,,,,,Someone in a more senior role who is not a direct supervisor,,,,,,,,,Yes,1 or more times per year,Very Dissatisfied,,,,,,,,,Other - Write In,Broadband technician,Yes,Yes,No,Very interested,Very interested,Very interested,Very interested,Very interested,Female,,,White,,1967,Telecom,,"$125,000 to $149,999",Bachelor's degree,,
552,07/10/2018 15:57,07/10/2018 16:02,Complete,,,,English,https://m.facebook.com/,https://m.facebook.com/,1531252658_5b450fb27c12c2.21398868,"Mozilla/5.0 (Linux; Android 6.0.1; SM-G550T1 Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) Ch","Mozilla/5.0 (Linux; Android 6.0.1; SM-G550T1 Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Mobile Safari/537.36",,172.58.152.7,-81.62210083,28.63439941,United States,,FL,,Yes,Strongly agree,Yes,,,,"No, but I told a coworker",,Not applicable,,Unsure how to report the incident,Unsure reporting the incident would help or be taken seriously,,,,,,,,,,,,,,,,A customer of my employer,,,,No,1 or more times per year,Dissatisfied,,Call center,,,,Based from my home,,,,,No,,,Interested,Interested,Interested,Interested,Interested,Female,,,Black/African-American,,1983,Airlines,,"$35,000 to $49,999","Advanced degree (Master's, Ph.D., M.D.)",There are customers who repeatedly call in and harass female reservations agents. I'm sure management knows about these calls they have been discussed on work Facebook pages and in meetings. No one should be subjected to the types of comments made by these men when they call in. ,
555,07/10/2018 16:04,07/10/2018 16:07,Complete,,,,English,https://www.facebook.com/,https://www.facebook.com/,1531253090_5b451162c1ce33.74424016,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",,184.15.231.105,-80.06009674,39.48410034,United States,Fairmont,WV,26554,Yes,Strongly disagree,No,,,,,,Not applicable,,,,,,,,,,,,,,,,,,,,,Exclusive / None of the above,,No,Never,Very Satisfied,Office,,,,,,,,,,No,,,Not interested,Not interested,Not interested,Not interested,Not interested,Male,,,White,,1953,Telecom,,"$75,000 to $99,999",Associate degree,,
557,07/10/2018 16:06,07/10/2018 16:18,Complete,,,,English,,,1531253217_5b4511e1a15803.34881353,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Vers","Mozilla/5.0 (iPhone; CPU iPhone OS 11_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1",,174.208.29.2,-111.8591003,40.73860168,United States,Salt Lake City,UT,84105,Yes,Neutral,No,,,,,,Not applicable,,,,,,,,,,,,,,,,,,,,,Exclusive / None of the above,,No,Never,Very Satisfied,Office,Call center,,,,,,,,,No,,,Very interested,Very interested,Very interested,Interested,Interested,Male,,,Hispanic/Latino,,1982,Telecom,,"$35,000 to $49,999",Bachelor's degree,,
560,07/10/2018 16:10,07/10/2018 16:15,Complete,,,,English,,,1531253430_5b4512b63f0224.85097366,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Vers","Mozilla/5.0 (iPhone; CPU iPhone OS 11_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1",,174.225.135.89,-74.07240295,40.7364006,United States,Jersey City,NJ,7306,Yes,Strongly agree,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Exclusive / None of the above,,Yes,1 or more times per year,Satisfied,,,Newsroom,,Work at remote sites in the field or from my vehicle,,,,,,Yes,No,No,Interested,Very interested,Very interested,Very interested,Very interested,Male,,,White,,1972,Media,,"$125,000 to $149,999",Bachelor's degree,,
561,07/10/2018 16:12,07/10/2018 16:18,Complete,,,,English,,,1531253552_5b45133040ba12.86149183,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Vers","Mozilla/5.0 (iPhone; CPU iPhone OS 11_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1",,66.87.84.67,-74.16770172,40.70460129,United States,Newark,NJ,7114,Yes,Agree,No,,,,,,Not applicable,,,,,,,,,,,,,,,,,,,,,Exclusive / None of the above,,Yes,1 or more times per year,Satisfied,Office,,,,,,,,,,No,,,Not interested,Not interested,Not at all interested or opposed,Not interested,Not interested,Female,,,White,,1953,Government/public service,,"$50,000 to $74,999",Associate degree,,
562,07/10/2018 16:12,07/10/2018 16:22,Complete,,,,English,,,1531253570_5b4513428aeee8.76321727,"Mozilla/5.0 (Linux; Android 5.1.1; SAMSUNG SM-J320P Build/LMY47X) AppleWebKit/537.36 (KHTML, like Ge","Mozilla/5.0 (Linux; Android 5.1.1; SAMSUNG SM-J320P Build/LMY47X) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/3.5 Chrome/38.0.2125.102 Mobile Safari/537.36",,174.106.63.104,-77.98870087,34.31740189,United States,Wilmington,NC,28401,Yes,Disagree,No,,,,,,Not applicable,,,,,,,,,,,,,,,,,,,,,Exclusive / None of the above,,No,Never,Very Satisfied,,,,,,,Airport or airplane,,,,No,,,Not interested,Not interested,Not at all interested or opposed,Not interested,Not interested,Male,,,Hispanic/Latino,,1953,Airlines,,"$25,000 to $34,999",Graduated high school,,
566,07/10/2018 16:17,07/10/2018 16:21,Complete,,,,English,android-app://com.google.android.gm,android-app://com.google.android.gm,1531253860_5b451464e2b606.29003808,"Mozilla/5.0 (Linux; Android 8.0.0; SM-G965U Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chro","Mozilla/5.0 (Linux; Android 8.0.0; SM-G965U Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Mobile Safari/537.36",,174.194.0.69,-79.87319946,36.00740051,United States,Greensboro,NC,27407,Yes,Agree,No,,,,,,Not applicable,,,,,,,,,,,,,,,,,,,,,Exclusive / None of the above,,Yes,1 or more times per year,Neutral,,Call center,,,,,,,,,No,,,Very interested,Very interested,Very interested,Very interested,Very interested,Female,,,Black/African-American,,1985,Telecom,,"$25,000 to $34,999",Bachelor's degree,,
567,07/10/2018 16:20,07/10/2018 16:28,Complete,,,,English,,,1531254033_5b451511624a03.58119948,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Vers","Mozilla/5.0 (iPhone; CPU iPhone OS 11_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1",,107.77.223.81,-73.96089935,40.76940155,United States,New York,NY,10021,Yes,Strongly agree,Yes,,,,,"No, not reported",Not applicable,,,,,Worried about retaliation,,,Lack of support from co-workers,,,,,,,Another union-represented employee,,,,,,,,Yes,1 or more times per week,Dissatisfied,,,,,,,,,Other - Write In,Studio,No,,,Neutral,Neutral,Neutral,Neutral,Neutral,Male,,,White,,1975,Media,,"$100,000 to $124,999","Some college, no degree",,
575,07/10/2018 16:33,07/10/2018 16:38,Complete,,,,English,,,1531254787_5b4518035a8182.42749693,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_2_5 like Mac OS X) AppleWebKit/604.5.6 (KHTML, like Gecko) Ver","Mozilla/5.0 (iPhone; CPU iPhone OS 11_2_5 like Mac OS X) AppleWebKit/604.5.6 (KHTML, like Gecko) Version/11.0 Mobile/15D60 Safari/604.1",,107.77.195.18,-97.8219986,37.75099945,United States,,,,Yes,Agree,No,,,,,,Not applicable,,,,,,,,,,,,,,,,,,,,,Exclusive / None of the above,,No,1 or more times per year,Neutral,,,,,,,Airport or airplane,,,,No,,,Not interested,Neutral,Not interested,Not interested,Neutral,Female,,,White,,1976,Airlines,,"$100,000 to $124,999","Some college, no degree",,
578,07/10/2018 16:39,07/10/2018 16:43,Complete,,,,English,,,1531255170_5b4519825e9618.84211780,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Vers","Mozilla/5.0 (iPhone; CPU iPhone OS 11_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1",,174.200.17.154,-75.21790314,39.71459961,United States,Mullica Hill,NJ,8062,Yes,Neutral,No,,,,,,Not applicable,,,,,,,,,,,,,,,,,,,,,Exclusive / None of the above,,No,Never,Very Satisfied,Office,,,,,,,,,,No,,,Very interested,Very interested,Very interested,Very interested,Very interested,Male,,,White,,1966,Government/public service,,"$150,000 or more",Bachelor's degree,No,
579,07/10/2018 16:41,07/10/2018 16:46,Complete,,,,English,,,1531255306_5b451a0a075062.86304092,"Mozilla/5.0 (Linux; Android 8.0.0; SM-G950U Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chro","Mozilla/5.0 (Linux; Android 8.0.0; SM-G950U Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Mobile Safari/537.36",,174.203.12.219,-73.93689728,40.85039902,United States,New York,NY,10033,Yes,Neutral,No,,,,,,Not applicable,,,,,,,,,,,,,,,,,,,,,Exclusive / None of the above,,No,Unsure,Unsure or unaware of any policies or procedures related to sexual harassment in my workplace,Office,,,,,,,,,,No,,,Interested,Interested,Neutral,Neutral,Neutral,Male,,,Black/African-American,,1954,Telecom,,"$50,000 to $74,999","Some college, no degree",,
581,07/10/2018 16:43,07/10/2018 16:48,Complete,,,,English,,,1531255411_5b451a734e1108.04058724,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Vers","Mozilla/5.0 (iPhone; CPU iPhone OS 11_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1",,66.87.69.115,-112.0496979,33.46519852,United States,Phoenix,AZ,85006,Yes,Strongly disagree,No,,,,,,Not applicable,,,,,,,,,,,,,,,,,,,,,Exclusive / None of the above,,No,Never,Very Satisfied,,,,,Work at remote sites in the field or from my vehicle,,,,,,Yes,No,No,Not at all interested or opposed,Not at all interested or opposed,Not at all interested or opposed,Not at all interested or opposed,Not at all interested or opposed,Male,,,Hispanic/Latino,,1976,Telecom,,"$100,000 to $124,999",Graduated high school,,
